img_id,obj_id,obj_type,obj_bbox,new_obj_bbox,x1,y1,x2,y2,center,marker,intensity
combined_image_1.png,10,Green area,"[858.1986, 731.4639, 889.6981, 757.5413]","[1882, 1755, 1913, 1781]",1882,1755,1913,1781,"[1897.5, 1768.0]","[61, 35]",0.9
combined_image_1.png,11,Green area,"[226.74812, 412.36456, 252.27907, 438.6709]","[1250, 1436, 1276, 1462]",1250,1436,1276,1462,"[1263.0, 1449.0]","[69, 61]",0.5
combined_image_1.png,12,Green area,"[926.0349, 583.3175, 957.7715, 611.9337]","[1950, 1607, 1981, 1635]",1950,1607,1981,1635,"[1965.5, 1621.0]","[80, 48]",0.9
combined_image_1.png,13,Green area,"[240.35571, 508.56772, 275.66418, 534.82947]","[1264, 1532, 1299, 1558]",1264,1532,1299,1558,"[1281.5, 1545.0]","[72, 57]",0.5
combined_image_1.png,14,Green area,"[582.4815, 793.5944, 602.70795, 811.32623]","[1606, 1817, 1626, 1835]",1606,1817,1626,1835,"[1616.0, 1826.0]","[99, 60]",0.9
combined_image_1.png,15,Green area,"[977.3235, 130.92809, 1016.71313, 160.9168]","[2001, 1154, 2040, 1184]",2001,1154,2040,1184,"[2020.5, 1169.0]","[86, 51]",0.9
combined_image_1.png,16,Green area,"[754.2735, 67.82844, 779.17755, 90.6867]","[1778, 1091, 1803, 1114]",1778,1091,1803,1114,"[1790.5, 1102.5]","[35, 73]",0.9
combined_image_1.png,17,Green area,"[539.16815, 701.7133, 558.358, 715.4255]","[1563, 1725, 1582, 1739]",1563,1725,1582,1739,"[1572.5, 1732.0]","[30, 79]",0.5
combined_image_1.png,18,Green area,"[588.3857, 850.30975, 610.75616, 872.3145]","[1612, 1874, 1634, 1896]",1612,1874,1634,1896,"[1623.0, 1885.0]","[21, 71]",0.9
combined_image_1.png,19,Green area,"[830.57745, 578.94354, 848.0887, 592.8671]","[1854, 1602, 1872, 1616]",1854,1602,1872,1616,"[1863.0, 1609.0]","[22, 65]",0.5
combined_image_1.png,20,Green area,"[447.84622, 977.0179, 475.77823, 1010.2056]","[1471, 2001, 1499, 2034]",1471,2001,1499,2034,"[1485.0, 2017.5]","[58, 68]",0.7
combined_image_1.png,21,Green area,"[891.40063, 428.37244, 916.755, 450.25653]","[1915, 1452, 1940, 1474]",1915,1452,1940,1474,"[1927.5, 1463.0]","[51, 80]",0.9
combined_image_1.png,22,Green area,"[879.6226, 84.07873, 905.33246, 101.0525]","[1903, 1108, 1929, 1125]",1903,1108,1929,1125,"[1916.0, 1116.5]","[49, 62]",0.9
combined_image_1.png,23,Green area,"[799.1645, 178.82158, 820.0632, 201.28755]","[1823, 1202, 1844, 1225]",1823,1202,1844,1225,"[1833.5, 1213.5]","[59, 81]",0.5
combined_image_1.png,24,Green area,"[391.34744, 706.5243, 410.4929, 723.3513]","[1415, 1730, 1434, 1747]",1415,1730,1434,1747,"[1424.5, 1738.5]","[42, 67]",0.9
combined_image_1.png,25,Green area,"[381.64096, 576.3258, 414.39163, 604.9774]","[1405, 1600, 1438, 1628]",1405,1600,1438,1628,"[1421.5, 1614.0]","[54, 82]",0.6
combined_image_1.png,26,Green area,"[737.5994, 991.3966, 762.25995, 1021.3602]","[1761, 2015, 1786, 2045]",1761,2015,1786,2045,"[1773.5, 2030.0]","[54, 63]",0.5
combined_image_1.png,27,Green area,"[725.40753, 56.9689, 740.42255, 69.19941]","[1749, 1080, 1764, 1093]",1749,1080,1764,1093,"[1756.5, 1086.5]","[79, 78]",0.9
combined_image_1.png,28,Green area,"[547.65594, 402.9683, 572.57635, 426.70712]","[1571, 1426, 1596, 1450]",1571,1426,1596,1450,"[1583.5, 1438.0]","[75, 64]",0.5
combined_image_1.png,29,Green area,"[338.7586, 863.3447, 363.13196, 883.97473]","[1362, 1887, 1387, 1907]",1362,1887,1387,1907,"[1374.5, 1897.0]","[67, 66]",0.5
combined_image_1.png,30,Green area,"[745.01184, 375.07516, 762.03516, 389.39713]","[1769, 1399, 1786, 1413]",1769,1399,1786,1413,"[1777.5, 1406.0]","[86, 78]",0.9
combined_image_1.png,31,Green area,"[954.98047, 453.24945, 975.59326, 469.8438]","[1978, 1477, 1999, 1493]",1978,1477,1999,1493,"[1988.5, 1485.0]","[100, 64]",0.5
combined_image_1.png,32,Green area,"[344.23602, 416.00952, 358.19177, 430.72552]","[1368, 1440, 1382, 1454]",1368,1440,1382,1454,"[1375.0, 1447.0]","[91, 66]",0.5
combined_image_1.png,33,Green area,"[155.54013, 72.87763, 203.99527, 120.5192]","[1179, 1096, 1227, 1144]",1179,1096,1227,1144,"[1203.0, 1120.0]","[106, 65]",0.9
combined_image_1.png,34,Green area,"[349.6876, 961.4552, 401.82614, 980.2855]","[1373, 1985, 1425, 2004]",1373,1985,1425,2004,"[1399.0, 1994.5]","[84, 80]",0.9
combined_image_1.png,35,Green area,"[854.31824, 706.12573, 881.4934, 724.1378]","[1878, 1730, 1905, 1748]",1878,1730,1905,1748,"[1891.5, 1739.0]","[36, 100]",0.6
combined_image_1.png,36,Green area,"[339.62292, 468.13306, 367.00732, 492.2943]","[1363, 1492, 1391, 1516]",1363,1492,1391,1516,"[1377.0, 1504.0]","[30, 84]",0.9
combined_image_1.png,37,Green area,"[743.2403, 721.4231, 758.6087, 734.87415]","[1767, 1745, 1782, 1758]",1767,1745,1782,1758,"[1774.5, 1751.5]","[45, 96]",0.5
combined_image_1.png,38,Green area,"[461.33136, 627.9029, 482.23444, 649.2752]","[1485, 1651, 1506, 1673]",1485,1651,1506,1673,"[1495.5, 1662.0]","[61, 87]",0.9
combined_image_1.png,39,Green area,"[949.6535, 774.39886, 974.2557, 799.18744]","[1973, 1798, 1998, 1823]",1973,1798,1998,1823,"[1985.5, 1810.5]","[68, 86]",0.6
combined_image_1.png,40,Green area,"[554.7374, 760.8167, 573.07056, 777.0301]","[1578, 1784, 1597, 1801]",1578,1784,1597,1801,"[1587.5, 1792.5]","[80, 82]",0.6
combined_image_1.png,41,Green area,"[682.2906, 488.01956, 708.99677, 504.34818]","[1706, 1512, 1732, 1528]",1706,1512,1732,1528,"[1719.0, 1520.0]","[74, 89]",0.7
combined_image_1.png,42,Green area,"[745.3615, 753.27435, 760.0346, 768.11346]","[1769, 1777, 1784, 1792]",1769,1777,1784,1792,"[1776.5, 1784.5]","[45, 10]",0.9
combined_image_1.png,43,Green area,"[718.5434, 376.99518, 736.75336, 396.56232]","[1742, 1400, 1760, 1420]",1742,1400,1760,1420,"[1751.0, 1410.0]","[39, 16]",0.6
combined_image_1.png,44,Green area,"[873.6556, 763.2719, 892.40533, 781.8837]","[1897, 1787, 1916, 1805]",1897,1787,1916,1805,"[1906.5, 1796.0]","[52, 14]",0.8
combined_image_1.png,45,Green area,"[751.5351, 836.6438, 774.0468, 852.1582]","[1775, 1860, 1798, 1876]",1775,1860,1798,1876,"[1786.5, 1868.0]","[62, 8]",0.8
combined_image_1.png,46,Green area,"[915.91907, 668.56146, 933.5084, 688.16144]","[1939, 1692, 1957, 1712]",1939,1692,1957,1712,"[1948.0, 1702.0]","[1, 38]",0.8
combined_image_1.png,47,Green area,"[631.55817, 873.3789, 666.07404, 921.68567]","[1655, 1897, 1690, 1945]",1655,1897,1690,1945,"[1672.5, 1921.0]","[-3, 34]",0.8
combined_image_1.png,48,Green area,"[446.96805, 665.521, 463.96542, 686.7748]","[1470, 1689, 1487, 1710]",1470,1689,1487,1710,"[1478.5, 1699.5]","[10, 38]",0.8
combined_image_1.png,49,Green area,"[472.31882, 394.5148, 486.42392, 411.34396]","[1496, 1418, 1510, 1435]",1496,1418,1510,1435,"[1503.0, 1426.5]","[33, 40]",0.8
combined_image_1.png,50,Green area,"[337.254, 794.281, 357.12357, 813.7064]","[1361, 1818, 1381, 1837]",1361,1818,1381,1837,"[1371.0, 1827.5]","[22, 29]",0.8
combined_image_1.png,51,Green area,"[288.57578, 394.57968, 307.033, 417.32382]","[1312, 1418, 1331, 1441]",1312,1418,1331,1441,"[1321.5, 1429.5]","[25, 17]",0.9
combined_image_1.png,52,Green area,"[387.8171, 731.4825, 405.68332, 746.2996]","[1411, 1755, 1429, 1770]",1411,1755,1429,1770,"[1420.0, 1762.5]","[23, 28]",0.9
combined_image_1.png,53,Green area,"[820.339, 457.64734, 843.52026, 469.22577]","[1844, 1481, 1867, 1493]",1844,1481,1867,1493,"[1855.5, 1487.0]","[49, 28]",0.9
combined_image_1.png,54,Green area,"[877.9692, 407.58258, 893.74994, 428.98364]","[1901, 1431, 1917, 1452]",1901,1431,1917,1452,"[1909.0, 1441.5]","[40, 20]",0.8
combined_image_1.png,55,Green area,"[859.5451, 148.24681, 872.17487, 161.402]","[1883, 1172, 1896, 1185]",1883,1172,1896,1185,"[1889.5, 1178.5]","[34, 40]",0.9
combined_image_1.png,56,Green area,"[292.60272, 530.42615, 312.73688, 551.2722]","[1316, 1554, 1336, 1575]",1316,1554,1336,1575,"[1326.0, 1564.5]","[45, 18]",0.9
combined_image_1.png,57,Green area,"[321.0052, 446.0084, 336.86072, 459.55765]","[1345, 1470, 1360, 1483]",1345,1470,1360,1483,"[1352.5, 1476.5]","[47, 19]",0.8
combined_image_1.png,58,Green area,"[741.0242, 276.82825, 768.55286, 307.6236]","[1765, 1300, 1792, 1331]",1765,1300,1792,1331,"[1778.5, 1315.5]","[78, 31]",0.5
combined_image_1.png,59,Green area,"[351.162, 331.83887, 370.38507, 349.76562]","[1375, 1355, 1394, 1373]",1375,1355,1394,1373,"[1384.5, 1364.0]","[57, 29]",0.9
combined_image_1.png,60,Green area,"[530.40894, 858.22504, 590.4347, 960.42035]","[1554, 1882, 1614, 1984]",1554,1882,1614,1984,"[1584.0, 1933.0]","[73, 40]",0.8
combined_image_1.png,61,Green area,"[691.8063, 648.8897, 708.0298, 663.1004]","[1715, 1672, 1732, 1687]",1715,1672,1732,1687,"[1723.5, 1679.5]","[78, 21]",0.9
combined_image_1.png,62,Green area,"[997.75464, 976.6183, 1024.0, 999.2656]","[2021, 2000, 2048, 2023]",2021,2000,2048,2023,"[2034.5, 2011.5]","[65, 25]",0.5
combined_image_1.png,63,Green area,"[0.18773651, 857.99603, 22.55013, 892.9211]","[1024, 1881, 1046, 1916]",1024,1881,1046,1916,"[1035.0, 1898.5]","[83, 32]",0.9
combined_image_1.png,64,Green area,"[543.1001, 732.4222, 562.824, 746.41]","[1567, 1756, 1586, 1770]",1567,1756,1586,1770,"[1576.5, 1763.0]","[83, 32]",0.8
combined_image_1.png,65,Green area,"[519.9422, 406.25977, 538.591, 423.73584]","[1543, 1430, 1562, 1447]",1543,1430,1562,1447,"[1552.5, 1438.5]","[12, 47]",0.9
combined_image_1.png,66,Green area,"[807.7933, 309.20874, 827.30536, 328.19727]","[1831, 1333, 1851, 1352]",1831,1333,1851,1352,"[1841.0, 1342.5]","[15, 50]",0.7
combined_image_1.png,67,Green area,"[328.34833, 1006.29675, 343.5442, 1020.02405]","[1352, 2030, 1367, 2044]",1352,2030,1367,2044,"[1359.5, 2037.0]","[9, 44]",0.5
combined_image_1.png,68,Green area,"[433.68198, 762.38153, 452.80392, 782.65546]","[1457, 1786, 1476, 1806]",1457,1786,1476,1806,"[1466.5, 1796.0]","[12, 49]",0.9
combined_image_1.png,69,Green area,"[690.92847, 146.56085, 711.04126, 166.85855]","[1714, 1170, 1735, 1190]",1714,1170,1735,1190,"[1724.5, 1180.0]","[15, 58]",0.9
combined_image_1.png,70,Green area,"[857.20355, 629.12225, 872.962, 660.95135]","[1881, 1653, 1896, 1684]",1881,1653,1896,1684,"[1888.5, 1668.5]","[38, 37]",0.5
combined_image_1.png,71,Green area,"[318.86505, 895.6239, 335.45728, 909.5034]","[1342, 1919, 1359, 1933]",1342,1919,1359,1933,"[1350.5, 1926.0]","[21, 50]",0.5
combined_image_1.png,1,Open Land,"[594.18036, 313.31976, 648.0058, 406.9745]","[1618, 1337, 1672, 1430]",1618,1337,1672,1430,"[1645.0, 1383.5]","[30, 46]",0.9
combined_image_1.png,2,Open Land,"[747.10175, 124.46116, 807.7491, 177.66418]","[1771, 1148, 1831, 1201]",1771,1148,1831,1201,"[1801.0, 1174.5]","[37, 48]",0.9
combined_image_1.png,3,Open Land,"[861.76416, 853.77765, 940.6034, 931.7076]","[1885, 1877, 1964, 1955]",1885,1877,1964,1955,"[1924.5, 1916.0]","[41, 37]",0.9
combined_image_1.png,4,Open Land,"[949.9403, 612.3574, 994.7506, 661.21545]","[1973, 1636, 2018, 1685]",1973,1636,2018,1685,"[1995.5, 1660.5]","[47, 42]",0.9
combined_image_1.png,5,Open Land,"[353.32986, 197.40057, 404.41977, 249.4925]","[1377, 1221, 1428, 1273]",1377,1221,1428,1273,"[1402.5, 1247.0]","[44, 49]",0.9
combined_image_1.png,6,Open Land,"[878.5589, 0.22175598, 1016.2608, 148.41522]","[1902, 1024, 2040, 1172]",1902,1024,2040,1172,"[1971.0, 1098.0]","[41, 55]",0.5
combined_image_1.png,7,Open Land,"[468.50894, 303.76764, 574.34955, 423.58112]","[1492, 1327, 1598, 1447]",1492,1327,1598,1447,"[1545.0, 1387.0]","[76, 55]",0.9
combined_image_1.png,8,Open Land,"[558.6635, 961.1653, 617.83075, 1021.78076]","[1582, 1985, 1641, 2045]",1582,1985,1641,2045,"[1611.5, 2015.0]","[78, 34]",0.5
combined_image_1.png,9,Open Land,"[592.9757, 509.78387, 644.8915, 553.5256]","[1616, 1533, 1668, 1577]",1616,1533,1668,1577,"[1642.0, 1555.0]","[61, 35]",0.9
combined_image_1.png,10,Open Land,"[198.59555, 287.78232, 305.62396, 612.1886]","[1222, 1311, 1329, 1636]",1222,1311,1329,1636,"[1275.5, 1473.5]","[69, 61]",0.5
combined_image_1.png,11,Open Land,"[749.3214, 279.37463, 807.2938, 431.16028]","[1773, 1303, 1831, 1455]",1773,1303,1831,1455,"[1802.0, 1379.0]","[80, 48]",0.9
combined_image_1.png,12,Open Land,"[402.823, 910.6457, 466.9422, 968.9421]","[1426, 1934, 1490, 1992]",1426,1934,1490,1992,"[1458.0, 1963.0]","[72, 57]",0.5
combined_image_1.png,13,Open Land,"[971.4048, 539.185, 1019.35, 592.88983]","[1995, 1563, 2043, 1616]",1995,1563,2043,1616,"[2019.0, 1589.5]","[99, 60]",0.9
combined_image_1.png,14,Open Land,"[468.8528, 765.1888, 525.4605, 814.36346]","[1492, 1789, 1549, 1838]",1492,1789,1549,1838,"[1520.5, 1813.5]","[86, 51]",0.9
combined_image_1.png,15,Open Land,"[850.40076, 613.8708, 961.55066, 781.97687]","[1874, 1637, 1985, 1805]",1874,1637,1985,1805,"[1929.5, 1721.0]","[35, 73]",0.9
combined_image_1.png,16,Open Land,"[401.86206, 295.5067, 447.99207, 343.27258]","[1425, 1319, 1471, 1367]",1425,1319,1471,1367,"[1448.0, 1343.0]","[30, 79]",0.5
combined_image_1.png,17,Open Land,"[248.63718, 57.304253, 299.2783, 107.99494]","[1272, 1081, 1323, 1131]",1272,1081,1323,1131,"[1297.5, 1106.0]","[21, 71]",0.9
combined_image_1.png,18,Open Land,"[645.6932, 657.88104, 698.3217, 713.0937]","[1669, 1681, 1722, 1737]",1669,1681,1722,1737,"[1695.5, 1709.0]","[22, 65]",0.5
combined_image_1.png,19,Open Land,"[966.1902, 719.19543, 1018.3059, 791.7295]","[1990, 1743, 2042, 1815]",1990,1743,2042,1815,"[2016.0, 1779.0]","[58, 68]",0.7
combined_image_1.png,20,Open Land,"[178.64871, 620.34735, 259.45505, 667.0087]","[1202, 1644, 1283, 1691]",1202,1644,1283,1691,"[1242.5, 1667.5]","[51, 80]",0.9
combined_image_1.png,21,Open Land,"[1.125679, 12.155884, 196.12326, 972.4391]","[1025, 1036, 1220, 1996]",1025,1036,1220,1996,"[1122.5, 1516.0]","[49, 62]",0.9
combined_image_1.png,22,Open Land,"[648.5012, 456.4417, 697.62573, 501.3816]","[1672, 1480, 1721, 1525]",1672,1480,1721,1525,"[1696.5, 1502.5]","[59, 81]",0.5
combined_image_1.png,23,Open Land,"[411.5774, 122.6536, 453.20502, 168.65668]","[1435, 1146, 1477, 1192]",1435,1146,1477,1192,"[1456.0, 1169.0]","[42, 67]",0.9
combined_image_1.png,24,Open Land,"[644.47296, 557.4362, 693.92267, 598.89264]","[1668, 1581, 1717, 1622]",1668,1581,1717,1622,"[1692.5, 1601.5]","[54, 82]",0.6
combined_image_1.png,1,Green area,"[452.4641, 731.4885, 473.77313, 753.28]","[2500, 1755, 2521, 1777]",2500,1755,2521,1777,"[2510.5, 1766.0]","[54, 63]",0.5
combined_image_1.png,2,Green area,"[418.00632, 494.80804, 466.09573, 537.0671]","[2466, 1518, 2514, 1561]",2466,1518,2514,1561,"[2490.0, 1539.5]","[79, 78]",0.9
combined_image_1.png,3,Green area,"[628.5549, 406.17227, 663.16425, 435.04733]","[2676, 1430, 2711, 1459]",2676,1430,2711,1459,"[2693.5, 1444.5]","[75, 64]",0.5
combined_image_1.png,4,Green area,"[809.95593, 306.60968, 833.9214, 330.5625]","[2857, 1330, 2881, 1354]",2857,1330,2881,1354,"[2869.0, 1342.0]","[67, 66]",0.5
combined_image_1.png,5,Green area,"[67.79716, 37.193207, 89.74508, 63.759552]","[2115, 1061, 2137, 1087]",2115,1061,2137,1087,"[2126.0, 1074.0]","[86, 78]",0.9
combined_image_1.png,6,Green area,"[7.0657253, 519.55835, 29.672277, 549.06445]","[2055, 1543, 2077, 1573]",2055,1543,2077,1573,"[2066.0, 1558.0]","[100, 64]",0.5
combined_image_1.png,7,Green area,"[428.27762, 799.831, 450.80075, 821.4788]","[2476, 1823, 2498, 1845]",2476,1823,2498,1845,"[2487.0, 1834.0]","[91, 66]",0.5
combined_image_1.png,8,Green area,"[522.8189, 924.32904, 569.58307, 999.3111]","[2570, 1948, 2617, 2023]",2570,1948,2617,2023,"[2593.5, 1985.5]","[106, 65]",0.9
combined_image_1.png,9,Green area,"[138.55438, 207.4329, 171.62906, 244.89024]","[2186, 1231, 2219, 1268]",2186,1231,2219,1268,"[2202.5, 1249.5]","[84, 80]",0.9
combined_image_1.png,10,Green area,"[11.93701, 115.42973, 37.08374, 138.93307]","[2059, 1139, 2085, 1162]",2059,1139,2085,1162,"[2072.0, 1150.5]","[36, 100]",0.6
combined_image_1.png,11,Green area,"[5.245369, 315.70023, 62.372253, 365.62228]","[2053, 1339, 2110, 1389]",2053,1339,2110,1389,"[2081.5, 1364.0]","[30, 84]",0.9
combined_image_1.png,12,Green area,"[49.01775, 803.1933, 69.853516, 822.1901]","[2097, 1827, 2117, 1846]",2097,1827,2117,1846,"[2107.0, 1836.5]","[45, 96]",0.5
combined_image_1.png,13,Green area,"[948.2523, 966.0109, 1000.0718, 1024.0]","[2996, 1990, 3048, 2048]",2996,1990,3048,2048,"[3022.0, 2019.0]","[61, 87]",0.9
combined_image_1.png,14,Green area,"[804.1269, 1009.479, 825.80914, 1024.0]","[2852, 2033, 2873, 2048]",2852,2033,2873,2048,"[2862.5, 2040.5]","[68, 86]",0.6
combined_image_1.png,15,Green area,"[233.25885, 371.59592, 259.5226, 393.02933]","[2281, 1395, 2307, 1417]",2281,1395,2307,1417,"[2294.0, 1406.0]","[80, 82]",0.6
combined_image_1.png,16,Green area,"[71.19061, 427.88733, 91.24007, 445.87897]","[2119, 1451, 2139, 1469]",2119,1451,2139,1469,"[2129.0, 1460.0]","[74, 89]",0.7
combined_image_1.png,17,Green area,"[864.79346, 891.6501, 1020.33264, 993.4842]","[2912, 1915, 3068, 2017]",2912,1915,3068,2017,"[2990.0, 1966.0]","[45, 10]",0.9
combined_image_1.png,18,Green area,"[307.48514, 404.55133, 324.70718, 418.54388]","[2355, 1428, 2372, 1442]",2355,1428,2372,1442,"[2363.5, 1435.0]","[39, 16]",0.6
combined_image_1.png,19,Green area,"[79.57166, 821.8817, 99.59963, 848.3186]","[2127, 1845, 2147, 1872]",2127,1845,2147,1872,"[2137.0, 1858.5]","[52, 14]",0.8
combined_image_1.png,20,Green area,"[128.91199, 960.5177, 161.18271, 989.54004]","[2176, 1984, 2209, 2013]",2176,1984,2209,2013,"[2192.5, 1998.5]","[62, 8]",0.8
combined_image_1.png,21,Green area,"[17.774704, 201.67422, 111.99295, 284.12338]","[2065, 1225, 2159, 1308]",2065,1225,2159,1308,"[2112.0, 1266.5]","[1, 38]",0.8
combined_image_1.png,22,Green area,"[488.7812, 627.2713, 540.0776, 669.2507]","[2536, 1651, 2588, 1693]",2536,1651,2588,1693,"[2562.0, 1672.0]","[-3, 34]",0.8
combined_image_1.png,23,Green area,"[21.544815, 470.29623, 41.79846, 489.5065]","[2069, 1494, 2089, 1513]",2069,1494,2089,1513,"[2079.0, 1503.5]","[10, 38]",0.8
combined_image_1.png,24,Green area,"[554.65204, 993.33875, 601.30707, 1024.0]","[2602, 2017, 2649, 2048]",2602,2017,2649,2048,"[2625.5, 2032.5]","[33, 40]",0.8
combined_image_1.png,25,Green area,"[483.24988, 946.61694, 534.20264, 1021.7998]","[2531, 1970, 2582, 2045]",2531,1970,2582,2045,"[2556.5, 2007.5]","[22, 29]",0.8
combined_image_1.png,26,Green area,"[244.227, 474.78473, 276.4718, 500.94287]","[2292, 1498, 2324, 1524]",2292,1498,2324,1524,"[2308.0, 1511.0]","[25, 17]",0.9
combined_image_1.png,27,Green area,"[188.36787, 409.23758, 222.71822, 441.2451]","[2236, 1433, 2270, 1465]",2236,1433,2270,1465,"[2253.0, 1449.0]","[23, 28]",0.9
combined_image_1.png,28,Green area,"[868.62634, 514.2621, 896.0548, 534.71545]","[2916, 1538, 2944, 1558]",2916,1538,2944,1558,"[2930.0, 1548.0]","[49, 28]",0.9
combined_image_1.png,29,Green area,"[902.2772, 636.20074, 929.8898, 662.9172]","[2950, 1660, 2977, 1686]",2950,1660,2977,1686,"[2963.5, 1673.0]","[40, 20]",0.8
combined_image_1.png,30,Green area,"[440.54178, 551.37067, 464.38626, 573.2398]","[2488, 1575, 2512, 1597]",2488,1575,2512,1597,"[2500.0, 1586.0]","[34, 40]",0.9
combined_image_1.png,31,Green area,"[418.7717, 648.74133, 443.99228, 688.97754]","[2466, 1672, 2491, 1712]",2466,1672,2491,1712,"[2478.5, 1692.0]","[45, 18]",0.9
combined_image_1.png,32,Green area,"[191.41104, 106.40061, 215.63193, 130.68242]","[2239, 1130, 2263, 1154]",2239,1130,2263,1154,"[2251.0, 1142.0]","[47, 19]",0.8
combined_image_1.png,33,Green area,"[296.67877, 115.36698, 328.65216, 152.6578]","[2344, 1139, 2376, 1176]",2344,1139,2376,1176,"[2360.0, 1157.5]","[78, 31]",0.5
combined_image_1.png,34,Green area,"[2.8546953, 314.8165, 32.843082, 341.24155]","[2050, 1338, 2080, 1365]",2050,1338,2080,1365,"[2065.0, 1351.5]","[57, 29]",0.9
combined_image_1.png,35,Green area,"[16.448769, 940.5953, 38.352997, 956.2608]","[2064, 1964, 2086, 1980]",2064,1964,2086,1980,"[2075.0, 1972.0]","[73, 40]",0.8
combined_image_1.png,36,Green area,"[649.1814, 1011.3862, 670.61926, 1023.4109]","[2697, 2035, 2718, 2047]",2697,2035,2718,2047,"[2707.5, 2041.0]","[78, 21]",0.9
combined_image_1.png,37,Green area,"[1.871294, 804.8119, 19.752432, 826.08716]","[2049, 1828, 2067, 1850]",2049,1828,2067,1850,"[2058.0, 1839.0]","[65, 25]",0.5
combined_image_1.png,38,Green area,"[858.46423, 990.07294, 897.2803, 1024.0]","[2906, 2014, 2945, 2048]",2906,2014,2945,2048,"[2925.5, 2031.0]","[83, 32]",0.9
combined_image_1.png,39,Green area,"[808.2381, 541.37585, 836.13605, 562.0161]","[2856, 1565, 2884, 1586]",2856,1565,2884,1586,"[2870.0, 1575.5]","[83, 32]",0.8
combined_image_1.png,40,Green area,"[428.1796, 523.6684, 474.8682, 562.6125]","[2476, 1547, 2522, 1586]",2476,1547,2522,1586,"[2499.0, 1566.5]","[12, 47]",0.9
combined_image_1.png,41,Green area,"[165.09705, 49.15885, 187.00287, 71.45682]","[2213, 1073, 2235, 1095]",2213,1073,2235,1095,"[2224.0, 1084.0]","[15, 50]",0.7
combined_image_1.png,42,Green area,"[0.8079405, 947.9266, 23.438969, 966.5544]","[2048, 1971, 2071, 1990]",2048,1971,2071,1990,"[2059.5, 1980.5]","[9, 44]",0.5
combined_image_1.png,43,Green area,"[403.81168, 805.53064, 422.817, 828.74194]","[2451, 1829, 2470, 1852]",2451,1829,2470,1852,"[2460.5, 1840.5]","[12, 49]",0.9
combined_image_1.png,44,Green area,"[495.7769, 573.70074, 521.178, 603.9748]","[2543, 1597, 2569, 1627]",2543,1597,2569,1627,"[2556.0, 1612.0]","[15, 58]",0.9
combined_image_1.png,45,Green area,"[894.46515, 546.1435, 920.01935, 570.5948]","[2942, 1570, 2968, 1594]",2942,1570,2968,1594,"[2955.0, 1582.0]","[38, 37]",0.5
combined_image_1.png,46,Green area,"[574.2626, 859.14087, 596.0105, 877.64453]","[2622, 1883, 2644, 1901]",2622,1883,2644,1901,"[2633.0, 1892.0]","[21, 50]",0.5
combined_image_1.png,47,Green area,"[533.5706, 617.3606, 574.9074, 647.2544]","[2581, 1641, 2622, 1671]",2581,1641,2622,1671,"[2601.5, 1656.0]","[30, 46]",0.9
combined_image_1.png,48,Green area,"[385.9699, 877.65674, 406.49982, 893.67725]","[2433, 1901, 2454, 1917]",2433,1901,2454,1917,"[2443.5, 1909.0]","[37, 48]",0.9
combined_image_1.png,49,Green area,"[857.78107, 561.95404, 883.493, 586.77423]","[2905, 1585, 2931, 1610]",2905,1585,2931,1610,"[2918.0, 1597.5]","[41, 37]",0.9
combined_image_1.png,50,Green area,"[497.2536, 786.5489, 514.8251, 805.2486]","[2545, 1810, 2562, 1829]",2545,1810,2562,1829,"[2553.5, 1819.5]","[47, 42]",0.9
combined_image_1.png,51,Green area,"[552.2287, 477.76538, 590.58417, 505.9709]","[2600, 1501, 2638, 1529]",2600,1501,2638,1529,"[2619.0, 1515.0]","[44, 49]",0.9
combined_image_1.png,52,Green area,"[232.37447, 0.7827091, 277.662, 41.781746]","[2280, 1024, 2325, 1065]",2280,1024,2325,1065,"[2302.5, 1044.5]","[41, 55]",0.5
combined_image_1.png,53,Green area,"[487.5178, 435.89783, 529.2909, 469.81836]","[2535, 1459, 2577, 1493]",2535,1459,2577,1493,"[2556.0, 1476.0]","[76, 55]",0.9
combined_image_1.png,54,Green area,"[611.8365, 633.9712, 636.5352, 653.6122]","[2659, 1657, 2684, 1677]",2659,1657,2684,1677,"[2671.5, 1667.0]","[78, 34]",0.5
combined_image_1.png,55,Green area,"[14.042175, 795.9494, 34.564312, 814.7144]","[2062, 1819, 2082, 1838]",2062,1819,2082,1838,"[2072.0, 1828.5]","[61, 35]",0.9
combined_image_1.png,1,Open Land,"[873.4926, 229.29623, 1024.0, 466.5828]","[2921, 1253, 3072, 1490]",2921,1253,3072,1490,"[2996.5, 1371.5]","[69, 61]",0.5
combined_image_1.png,2,Open Land,"[757.61005, 8.495605, 1015.4371, 279.5203]","[2805, 1032, 3063, 1303]",2805,1032,3063,1303,"[2934.0, 1167.5]","[80, 48]",0.9
combined_image_1.png,3,Open Land,"[27.248825, 388.48743, 457.6134, 991.7223]","[2075, 1412, 2505, 2015]",2075,1412,2505,2015,"[2290.0, 1713.5]","[72, 57]",0.5
combined_image_1.png,4,Open Land,"[977.4245, 484.34674, 1024.0, 613.13763]","[3025, 1508, 3072, 1637]",3025,1508,3072,1637,"[3048.5, 1572.5]","[99, 60]",0.9
combined_image_1.png,5,Open Land,"[18.955273, 18.31818, 89.79341, 90.53473]","[2066, 1042, 2137, 1114]",2066,1042,2137,1114,"[2101.5, 1078.0]","[86, 51]",0.9
